Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
157174,GOSHEN HOME CARE & HOSPICE,1721 S MAIN  PO BOX 723,GOSHEN,IN,46526,406,303,14.1,8,2.8,1.3,0.1,1.6,0.3,954374,961669,1043297,0.3,69,30176,78,119,184,222,81,288,,,,0,,2.1,0.21452,0.29373,0.36964,0.19142,0.42904,0.58086,0.37294,0.45215,0.43894,0.68647,,0.50825,0.13861,0.47195,0.05281,0.10891
157177,PERRY COUNTY MEMORIAL HOSPITAL HOME CARE SERVICES,115 HWY 66 E,TELL CITY,IN,47586,148,123,21,5.9,7.9,6.1,0.5,0.7,0,1050498,501030,568706,0.1,28,10549,79,42,81,90,33,123,0,0,0,0,0,1.78,0.22764,0.43902,0.3252,0.13821,0.44715,0.42276,0.33333,0.30894,0.35772,0.54472,,0.49593,0.06504,0.56098,0.02439,0.0813
157179,FRANCISCAN HOME CARE,1300 ALBANY STREET,BEECH GROVE,IN,46107,837,640,19.2,6.7,7.2,3.4,0.5,1.4,0,4883449,2951364,2959132,0.7,123,48487,77,242,398,512,128,627,,,,0,,2.21,0.26406,0.3,0.48125,0.19531,0.49375,0.58594,0.44375,0.50156,0.49219,,,0.57656,0.25938,0.67969,0.04688,0.12969
157180,KINDRED AT HOME,400 N HIGH STREET SUITE 202,MUNCIE,IN,47305,766,581,18.4,5,9.1,2.1,0.4,1.6,0.2,2829777,2663384,2864577,1.3,84,33908,76,203,378,467,114,542,32,,,0,,1.97,0.17728,0.24785,0.37349,0.13081,0.38726,0.45783,0.31842,0.42857,0.40103,0.66954,,0.48709,0.14458,0.73666,0.0568,0.09983
157187,PHYSICIANS HOMECARE INC,210 PROFESSIONAL CT,LAFAYETTE,IN,47905,70,35,30.2,7.1,5.2,2.7,0,15.2,0,197016,219128,223296,2.8,,,78,,,23,12,34,,0,0,0,,2.97,0.2,0.4,0.54286,0.11429,0.54286,0.51429,0.45714,0.54286,0.48571,0.54286,,0.57143,0.17143,0.71429,0,0.14286
157200,ANGELS OF MERCY HOMECARE,511 E 4TH ST STE 111,HUNTINGBURG,IN,47542,21,14,14.8,5.8,5.1,2.5,0.3,1,0.1,43578,58127,66036,0,0,,75,,,,,14,0,0,0,0,0,2.27,0.42857,0.42857,0.42857,0.21429,0.28571,0.35714,0.35714,0.5,0.35714,0.57143,0.71429,0.5,0.21429,,0,0.28571
157205,HEARTLAND HOME CARE,1315 DIRECTORS ROW STE 210,FORT WAYNE,IN,46808,501,398,15.7,6.2,5.2,1.6,0.2,2.4,0.2,1410354,1400816,1558494,0,63,23928,77,151,247,288,110,354,30,,,,,2.34,0.22111,0.3392,0.43216,0.12563,0.3995,0.60804,0.41709,0.49497,0.45729,0.59045,,0.54271,0.15327,0.70603,0.08291,0.12563
157213,INTREPID USA HEALTHCARE SERVICES,3333 FOUNDERS RD STE 100,INDIANAPOLIS,IN,46268,757,364,15.9,10.2,3.2,1.2,0.1,1.2,0.1,2053126,2005271,2038088,0.6,85,33605,75,138,226,222,142,313,47,0,,0,,2.49,0.17308,0.39286,0.43407,0.14286,0.39011,0.52747,0.42033,0.46429,0.47253,0.57967,,0.51374,0.12088,0.58242,0.08516,0.06044
157214,"NURSE AND MORE, INC",8925 N MERIDIAN ST STE 105,INDIANAPOLIS,IN,46260,34,21,32.5,5,11.7,1.2,0,14.9,0,125810,135142,136174,0.3,,,73,,,,,11,,0,0,0,,3.26,0.04762,0.33333,0.42857,0.19048,0.47619,0.66667,0.33333,0.38095,0.66667,0.57143,,0.61905,0.09524,0.61905,0.14286,0.04762
157217,GOOD SAMARITAN HOME CARE SERVICES OF VINCENNES IN,413 N FIRST ST,VINCENNES,IN,47591,1000,660,20.5,10,5.8,2.3,0.7,1.8,0,3619722,3141036,3414200,4.5,90,34065,76,213,447,443,217,652,,,,0,,2.25,0.24697,0.31818,0.4803,0.13485,0.38485,0.57424,0.47424,0.4,0.45303,0.65,,0.53333,0.14545,0.61818,0.08636,0.1697
157221,AMEDISYS HOME HEALTH,303 QUARTERMASTER CT,JEFFERSONVILLE,IN,47130,936,640,17.9,8.2,5.4,2.7,0.6,0.9,0.1,3696544,2729833,3069848,0.2,93,32951,75,247,393,450,190,616,12,,,,,2.68,0.23281,0.31875,0.52813,0.12969,0.4875,0.57031,0.525,0.41719,0.47813,0.62344,,0.63125,0.14844,0.54688,0.08438,0.12031
157222,MEMORIAL HOME CARE,800 W9TH ST,JASPER,IN,47546,497,368,19.2,7.8,5.1,2.3,0.1,3.9,0,1821819,1331504,1527468,0.5,60,23503,77,126,242,297,71,362,0,0,,0,,2.08,0.24185,0.27717,0.30163,0.14946,0.46196,0.51087,0.29891,0.36957,0.40217,0.66033,,0.48098,0.17391,0.62772,0.02989,0.16033
157223,"VIAQUEST HOME HEALTH OF INDIANA, LLC",14649 HIGHWAY 41 NORTH,EVANSVILLE,IN,47725,712,424,21.1,8.3,6.8,3.3,0.5,2,0.3,3331992,2353214,2593624,0.4,48,15197,78,145,279,308,116,400,15,,,0,,2.35,0.23821,0.41038,0.44575,0.14858,0.46462,0.60142,0.41745,0.52123,0.48821,0.65094,,0.58255,0.15094,0.62972,0.06368,0.11792
157230,CAREGIVERS INC,3536 WASHINGTON BLVD,INDIANAPOLIS,IN,46205,869,555,20.9,9.5,5.2,1.7,0.6,3.4,0.5,2350255,2756451,2666644,4.8,142,56846,72,191,364,296,259,333,204,,,,,2.76,0.16036,0.31351,0.37117,0.13333,0.48649,0.55315,0.34955,0.44505,0.53694,0.6,,0.50631,0.0991,0.49009,0.07027,0.12793
157231,REID-ANC HOME CARE SERVICES LLC,4180 SOUTH A ST,RICHMOND,IN,47374,1196,880,14.9,7.6,5,2,0.1,0.1,0.1,3272921,3300846,3727035,0.4,162,58528,76,331,549,579,301,843,31,,,0,,2.47,0.23409,0.31136,0.41136,0.15795,0.5875,0.61705,0.3875,0.48523,0.44659,0.69545,,0.6625,0.16591,0.68864,0.05568,0.09886
157240,CLINICAL HOME HEALTH CARE,610 N HALLECK ST,DEMOTTE,IN,46310,280,133,14.4,7.7,4.1,0.5,0.1,1.9,0,524027,689959,726003,0,17,7764,78,45,88,114,19,127,,0,,,,2.37,0.32331,0.32331,0.40602,0.15789,0.49624,0.57143,0.36842,0.39098,0.41353,0.64662,,0.64662,0.15789,0.68421,0.05263,0.18045
157242,AT-HOME CARE OF HARRISON COUNTY HOSPITAL,1263 HOSPITAL DR STE 140 NW,CORYDON,IN,47112,173,131,16.2,7.6,4.2,1.4,0,3,0,377320,420280,471157,0.3,27,9739,80,33,98,98,33,129,,0,,0,0,2.15,0.23664,0.35115,0.45038,0.17557,0.48855,0.55725,0.41985,0.37405,0.48092,0.67939,,0.51908,0.16031,0.63359,0.05344,0.1145
157243,GREAT LAKES CARING,334 N ENTERPRISE DR,WARSAW,IN,46580,223,163,18.4,6.3,6.2,1.6,0.9,3.2,0.2,865324,650420,730821,0.8,52,18629,76,63,100,111,52,157,,0,,0,,2.11,0.19632,0.33742,0.41718,0.1411,0.39877,0.49693,0.41718,0.42331,0.46626,0.66871,,0.53374,0.19018,0.61963,0.08589,0.07975
157249,ASSOCIATED HOMECARE INC,2255 STURDY RD,VALPARAISO,IN,46383,78,22,21,13.6,3.9,0.2,0,3.3,0,242969,210880,213477,2.5,,,71,,,,,19,,0,,0,,3.31,0.13636,0.40909,0.40909,0.09091,0.45455,,0.40909,0.63636,0.72727,0.72727,,0.45455,0.09091,0.5,0.04545,0.22727
157252,ALLIANCE HOME HEALTH SERVICES INC,9615 N COLLEGE AVE,INDIANAPOLIS,IN,46280,246,153,30.7,9.5,8.8,4.5,0.3,7.4,0.1,881967,1031707,980619,5.9,21,6732,80,47,106,102,51,103,47,0,,0,,2.39,0.20261,0.49673,0.33987,0.13725,0.46405,0.60131,0.3268,0.43791,0.49673,0.64706,,0.46405,0.17647,0.60131,0.08497,0.11111
157281,ST MARY'S AT HOME,6840 LOGAN DR  STE F,EVANSVILLE,IN,47715,881,592,18.6,8.9,5.2,3.3,0,1.1,0.1,2939091,2641523,2923220,0.6,83,32852,77,194,398,442,150,541,43,,,0,,2.38,0.23986,0.34122,0.42399,0.18412,0.50676,0.56081,0.39696,0.45101,0.46453,0.69257,,0.58784,0.16216,0.72466,0.05743,0.10473
157287,FRANCISCAN HOME CARE SERVICES INC,203 FRANCISCAN DR,CROWN POINT,IN,46307,1292,995,19.5,7.1,8.6,1.1,0.3,2.4,0,4894950,4162828,4374087,0.4,141,51959,79,401,594,837,158,895,64,,26,0,,2.23,0.29246,0.33467,0.43719,0.17487,0.45628,0.53869,0.42613,0.35779,0.43317,0.69548,,0.58794,0.19397,0.73367,0.05528,0.14573
157313,HOME HEALTH OF ST MARY MEDICAL CENTER,1439 S LAKE PARK AVE,HOBART,IN,46342,984,621,23.2,12.2,5.5,1.4,0.4,3.6,0.1,4170369,2961941,3059675,2.5,102,36998,77,256,365,499,122,544,42,,32,0,,3.12,0.32367,0.32528,0.47987,0.17069,0.57166,0.6715,0.45411,0.33333,0.53623,0.6715,,0.63446,0.10306,0.68277,0.0934,0.14332
157318,"PREFERRED HOME HEALTH CARE, INC",7922 E EDGEWOOD AVE STE A,INDIANAPOLIS,IN,46239,580,449,18.8,8.4,6.1,2.2,0.5,1.5,0.1,1768629,1850374,1980622,1.7,77,28832,77,166,283,313,136,414,29,,,,,2.28,0.22272,0.37416,0.40757,0.09577,0.45212,0.55457,0.4098,0.46102,0.48552,0.64811,,0.56347,0.14922,0.61247,0.06013,0.14477
157401,TENDERCARE HOME HEALTH SERVICES INC,6308 D RUCKER RD,INDIANAPOLIS,IN,46220,80,40,34.4,13.3,6.8,3.6,0.1,11.2,0,307674,311662,298307,5.8,,,77,13,27,28,12,34,,0,,0,0,1.95,0.225,0.425,0.375,0.125,0.4,0.35,0.375,0.35,0.325,0.625,,0.4,0.2,0.525,0.075,0.175
157418,MAJOR HOME CARE,30 W RAMPART PROFESSIONAL BLDG 110,SHELBYVILLE,IN,46176,366,263,21.8,10.1,6.3,1.7,0.1,3.6,0.1,1607096,1122953,1113521,1.9,22,9375,78,87,176,195,68,258,,,,0,,2.36,0.23194,0.43346,0.41065,0.12928,0.47909,0.58555,0.39924,0.39924,0.43346,0.68821,,0.53612,0.18251,0.74525,0.04183,0.14449
157423,PARKVIEW HOME HEALTH &  HOSPICE,1900 CAREW ST STE 6,FORT WAYNE,IN,46805,1022,803,13.7,8,2.6,1,0.3,1.5,0.3,2759160,2240444,2526083,0.6,175,67917,75,352,451,602,201,727,53,,13,0,,2.24,0.24658,0.23661,0.44334,0.17186,0.42217,0.57285,0.42092,0.35367,0.42839,0.65255,,0.57659,0.11457,0.599,0.0523,0.10461
157430,HCMH HOME CARE,798 N 16TH STREET,NEW CASTLE,IN,47362,307,264,17.6,6.9,6.7,1.9,0.1,1.9,0,1402140,857135,970943,0.2,21,9049,78,89,175,213,51,261,,0,0,0,,1.72,0.22727,0.26894,0.32576,0.12121,0.35227,0.4697,0.30303,0.3447,0.41667,0.66667,,0.4697,0.12879,0.67803,0.04167,0.08333
157436,OPTION HEALTHCARE INC,9111 BROADWAY STE L,MERRILLVILLE,IN,46410,51,23,10.2,7.8,1.9,0.4,0,0,0,112952,106703,112466,0,34,11744,67,,,,,16,,0,,0,,3.38,0.13043,0.13043,0.21739,0.17391,0.47826,0.3913,0.21739,0.21739,0.34783,0.47826,,0.56522,0.08696,0.56522,0.04348,0.08696
157445,GIBSON HOME HEALTH SERVICES,1808 SHERMAN DR,PRINCETON,IN,47670,124,86,20.2,9.9,6.3,0.5,0.3,3.4,0,365362,314308,342805,1.9,18,7157,81,33,53,64,22,84,,0,0,0,,2.12,0.31395,0.2907,0.36047,0.2093,0.4186,0.5814,0.33721,0.25581,0.44186,0.68605,,0.55814,0.15116,0.62791,0.09302,0.15116
157453,HOME HEALTH OF ST CATHERINE HOSPITAL,4321 FIR ST  2ND FL,EAST CHICAGO,IN,46312,575,293,26,14.4,4,1.9,0.1,5.6,0,2778495,1601436,1655628,2.4,40,14908,76,123,170,195,98,108,86,0,98,,,3.47,0.22184,0.37201,0.4471,0.15358,0.64846,0.68601,0.43345,0.32765,0.63481,0.7099,,0.67918,0.12287,0.64505,0.11604,0.16041
157470,LUTHERAN HEALTH NETWORK HOME HEALTH,2510 E DUPONT RD STE 237,FORT WAYNE,IN,46825,754,539,19.4,9.2,5.4,4,0.1,0.5,0.2,2575836,2356539,2662905,0,54,19790,75,187,352,395,144,461,65,,,0,,2.47,0.2616,0.23006,0.4731,0.17069,0.43785,0.61039,0.44341,0.47495,0.48237,0.63451,,0.56772,0.16327,0.63636,0.0705,0.10761
157471,HOME HEALTH CRUSADERS INC,3191 WILLOWCREEK ROAD,PORTAGE,IN,46368,140,58,13.8,8.4,3.7,0.6,0.2,0.8,0.2,412866,328652,345103,0,,,77,21,37,29,29,26,27,,,0,0,2.28,0.13793,0.37931,0.51724,0.15517,0.55172,0.43103,0.46552,0.2931,0.56897,0.48276,,0.53448,0.03448,0.67241,0.08621,0.17241
157474,NIGHTINGALE HOME HEALTHCARE INC,1036 S RANGELINE RD,CARMEL,IN,46032,1214,630,24.4,7.4,8.4,3.3,0.6,4.6,0.3,4581482,4335729,4500101,1.2,113,38454,77,240,390,376,254,522,93,,,0,,2.91,0.19048,0.50159,0.41429,0.09048,0.5,0.55238,0.39683,0.45556,0.50159,0.56349,,0.54286,0.10159,0.58413,0.18254,0.12222
157477,AT HOME QUALITY CARE,"751 E PORTER AVENUE, SUITE 9",CHESTERTON,IN,46304,206,108,22,10.9,5.7,0,0,5.4,0,690105,566908,595772,0.5,23,7696,78,49,59,73,35,100,,0,,0,0,3.32,0.24074,0.43519,0.40741,0.15741,0.5,0.67593,0.43519,0.48148,0.47222,0.69444,,0.63889,0.13889,0.69444,0.11111,0.12963
157483,FRIENDS HOME HEALTH CARE INC,110 N 15TH ST,VINCENNES,IN,47591,29,15,25.4,7.4,8.1,0,0,10.3,0,67800,77229,85409,0,0,,79,,,,,14,0,0,,0,,3.17,0.26667,0.6,0.33333,0.13333,0.33333,0.46667,0.2,0.2,0.33333,0.53333,,0.46667,0.06667,0.66667,0.06667,0.13333
157487,COMMUNITY HOME HEALTH SERVICES,9104 COLUMBIA AVE,MUNSTER,IN,46321,1444,1010,22.1,10,7.7,2,0.2,2.3,0,5760317,4672729,4894697,1.2,175,65661,79,379,631,877,133,861,61,,72,0,,2.5,0.3,0.33366,0.43861,0.20693,0.5198,0.57822,0.41188,0.31881,0.4802,,,0.64851,0.16337,,0.0703,0.16436
157488,HEALTH AT HOME,"5455 WEST 86TH STREET, SUITE 200",INDIANAPOLIS,IN,46268,306,208,17.4,5,6.3,4.3,1,0.8,0,903162,1136659,1146306,0.1,24,10680,83,70,138,173,35,184,18,,,0,,2.12,0.27404,0.58654,0.375,0.09135,0.45673,0.46154,0.35096,0.53846,0.3125,0.62981,,0.51442,0.28365,0.64904,0.07212,0.12981
157495,HOME SERVICES UNLIMITED INC,7750 N MICHIGAN RD,INDIANAPOLIS,IN,46268,197,163,19,7.5,8.1,1.2,0.4,1.7,0.3,571813,712792,685102,4.6,29,12595,71,58,105,96,67,109,51,,,,0,2.53,0.20859,0.33129,0.31902,0.09202,0.39264,0.53988,0.30061,0.53988,0.49693,0.67485,,0.55215,0.12883,0.5092,0.11043,0.15951
157496,BMO HOME HEALTH CARE INC,1970 GRANT ST,GARY,IN,46404,30,14,32,9.7,3.5,0,0,18.8,0,104409,70835,70373,5.7,0,,74,,,,,,13,0,0,0,,3.49,0.14286,0.57143,0.5,0.07143,0.64286,,0.42857,0.28571,,,,0.64286,0.21429,0.64286,0.07143,0.35714
157498,MOORE HOME HEALTH CARE INC,101 N GRIFFITH BLVD,GRIFFITH,IN,46319,35,19,36.1,14,4.1,2,0,15.9,0,130402,113189,114555,4,0,,74,,,,,,14,0,,0,,3.51,0.15789,0.73684,0.42105,0.10526,0.63158,,0.36842,0.21053,0.73684,0.73684,,0.68421,0.10526,0.63158,0.21053,0.31579
157503,GUARDIAN ANGEL HOME HEALTH CARE INC,11617 E SR 67 PO BOX 95,BICKNELL,IN,47512,321,165,27.1,8.9,5.6,0.5,0,12,0,1126769,895671,951734,6.5,41,11641,77,62,103,114,51,163,,0,0,0,,2.49,0.29697,0.38788,0.4303,0.15152,0.39394,0.60606,0.41818,0.43636,0.48485,0.63636,,0.55152,0.11515,0.64242,0.06667,0.19394
157504,PREMIER HOME HEALTH CARE LLC,504 N BRADNER AVE,MARION,IN,46952,230,124,25.3,13.7,4.5,3.6,0,3.7,0,746244,801910,832919,8.5,,,78,45,79,80,44,116,,0,,0,0,2.41,0.24194,0.3871,0.54032,0.12097,0.48387,0.54032,0.49194,0.45161,0.42742,0.70161,,0.59677,0.18548,0.68548,0.10484,0.07258
157510,JOHNSON MEMORIAL HOME CARE SERVICES,1101 W JEFFERSON ST STE R,FRANKLIN,IN,46131,232,194,18,8.3,5.9,3.7,0.1,0,0,1044024,768172,783633,0.1,11,4555,76,75,119,141,53,189,,,,0,,1.85,0.21134,0.18557,0.42784,0.14948,0.42268,0.57732,0.42268,0.40722,0.41753,0.57216,,0.52577,0.11856,0.51546,0.04639,0.08763
157521,AMEDISYS HOME HEALTH,931 RIDGE RD STE E & F,MUNSTER,IN,46321,541,361,21.8,5.4,7.6,4.7,3.1,0.5,0.4,2722671,2168779,2288655,0.3,66,25412,81,114,247,306,55,312,33,,13,0,,2.4,0.25485,0.51801,0.37119,0.14404,0.5097,0.55956,0.34626,0.42936,0.42936,0.66205,,0.5651,0.15512,0.66205,0.14681,0.15789
157523,PEDIATRIC INFANT & FAMILY HOME HEALTH CARE SPECIAL,1512 BURR ST,GARY,IN,46406,185,78,27.5,13.6,3.3,0.9,0,9.8,0,628359,502922,506744,4.4,,,74,30,48,27,51,,74,0,,0,0,3.62,0.20513,0.53846,0.44872,0.10256,0.64103,0.64103,0.42308,0.14103,0.65385,0.58974,,0.57692,0.01282,0.55128,0.24359,0.15385
157525,AAA HOOSIER HOME HEALTH CARE SPECIALISTS INC,5241 FOUNTAIN DR STE G,CROWN POINT,IN,46307,440,103,18.2,9,2,0.7,0,6.5,0,880273,912855,962791,0.1,,,82,31,72,78,25,66,33,0,,0,,2.26,0.19417,0.4466,0.35922,0.15534,0.46602,0.47573,0.36893,0.30097,0.41748,0.70874,,0.52427,0.19417,0.67961,0.13592,0.18447
157529,SPECIALTY HOME HEALTH CARE INC,331 KIMBER LN DEPT A,EVANSVILLE,IN,47715,809,590,14.9,5.5,5,3.5,0.3,0.5,0,1646844,2450463,2729584,0,44,16557,79,203,387,428,162,550,29,,,0,,2.19,0.24237,0.44746,0.39322,0.14746,0.42203,0.53729,0.38305,0.58983,0.45593,0.67119,,0.51864,0.19322,0.70339,0.1339,0.11695
157530,INTREPID USA HEALTHCARE SERVICES,"400 POPLAR STREET, 2ND FLOOR",TERRE HAUTE,IN,47807,1592,586,18.8,8.9,4.9,0.6,0.1,4.2,0.1,4679977,4206437,4489452,0.2,67,23143,78,182,404,398,188,568,11,,,,,2.37,0.22184,0.38567,0.49829,0.12969,0.49317,0.56314,0.48976,0.42833,0.48294,0.60922,,0.63823,0.14334,0.62116,0.0802,0.11604
157533,HOME CARE SERVICES OF NORTHWEST INDIANA,8959 BROADWAY,MERRILLVILLE,IN,46410,198,80,16.5,6.4,5.4,1.5,0.1,3.1,0,399875,569995,600695,0.2,21,9394,76,37,43,48,32,64,14,0,,0,,2.46,0.275,0.4,0.3625,0.125,0.5,0.475,0.375,0.4,0.6,0.625,,0.5625,0.15,0.6625,0.05,0.1625
157536,METHODIST HOME CARE SERVICES,650 GRANT ST STE 3,GARY,IN,46404,391,309,18.3,8.6,5.7,1.2,0.3,2.5,0,1157497,1124456,1183744,0.2,63,25700,74,113,196,172,137,76,219,0,13,,,2.89,0.19741,0.31068,0.44984,0.15858,0.57929,0.66343,0.42071,0.22654,0.589,0.58576,,0.64078,0.08091,0.57605,0.11327,0.16181
157537,CHRISTIAN HOME HEALTH SERVICES,4200 W LINCOLN HWY,MERRILLVILLE,IN,46410,347,104,20.3,8.5,4.5,0.5,0,6.8,0,832740,918136,966104,0,11,2856,79,36,68,75,29,56,32,,15,0,,2.85,0.25,0.46154,0.40385,0.13462,0.57692,0.60577,0.38462,0.30769,0.55769,0.64423,,0.64423,0.14423,,0.125,0.26923
157538,PROCARE HOME HEALTH SERVICES,3512 169TH ST,HAMMOND,IN,46323,187,78,20.6,8.1,2.7,0.3,0.2,9.3,0,532744,436716,456989,0.7,,,71,30,48,34,44,12,63,0,,0,,3.59,0.11538,0.38462,0.35897,0.11538,0.60256,0.5641,0.32051,0.23077,0.58974,0.62821,,0.64103,0.03846,0.60256,0.12821,0.12821
157541,ALLPOINTS HOME HEALTH CARE INC,9801 PRAIRIE AVE,HIGHLAND,IN,46322,237,68,20.8,10.2,3.7,0.5,0,6.5,0,919728,577884,605029,0.6,,,75,28,40,28,40,30,28,,,0,,2.74,0.23529,0.42647,0.51471,0.08824,0.69118,0.60294,0.51471,0.27941,0.51471,0.55882,,0.63235,0.10294,0.64706,0.08824,0.16176
157542,SULLIVAN COUNTY COMMUNITY HOSPITAL HOME HEALTH,2110 N HOSPITAL BLVD STE #3,SULLIVAN,IN,47882,151,105,20.7,6.8,6.2,2.4,0.2,5.1,0,440731,439764,480392,0.1,11,5025,78,41,64,73,32,104,0,0,0,,,1.89,0.20952,0.48571,0.40952,0.1619,0.51429,0.51429,0.39048,0.32381,0.42857,0.46667,,0.66667,0.09524,0.55238,0.04762,0.08571
157543,PRIME CARE HOME HEALTH SERVICES INC,2632 W 81ST AVE,MERRILLVILLE,IN,46410,178,52,23.7,7.9,7.4,0.3,0,8,0,645177,547106,575244,0.1,,,76,19,33,25,27,14,37,0,,0,,3.45,0.25,0.51923,0.38462,0.15385,0.63462,0.67308,0.38462,0.25,0.63462,0.44231,,0.63462,0.03846,0.69231,0.17308,0.21154
157545,PERSONAL TOUCH HOME CARE OF INDIANA INC,139 W TATE ST STE 1,LAWRENCEBURG,IN,47025,281,219,18.4,7.5,6.2,2.4,0.2,2.1,0,783312,840111,912714,1.2,44,17814,75,102,117,181,38,213,,0,,0,,2.11,0.27854,0.24658,0.44749,0.12785,0.39726,0.50685,0.42009,0.39726,0.40639,0.7032,,0.50685,0.11872,0.55251,0.01826,0.12785
157548,ALLIED HOME CARE,5138 W PIKE PLAZA RD,INDIANAPOLIS,IN,46254,268,151,19.2,3.3,13,0.4,0.4,1.2,1,833200,1072123,1083705,0,14,5569,76,70,81,85,66,85,60,,,0,0,2.4,0.16556,0.34437,0.39073,0.13907,0.46358,0.54305,0.39735,0.34437,0.48344,0.56291,,0.46358,0.09934,0.53642,0.04636,0.09934
157550,PROVIDENCE AT HOME INC,8929 BROADWAY,MERRILLVILLE,IN,46410,257,198,20.5,8.8,6.1,3,0.4,2.2,0,940864,819323,862189,0.1,23,9976,79,83,115,158,40,168,16,,11,,,2.29,0.22727,0.49495,0.39394,0.21717,0.4798,0.61616,0.39394,0.40404,0.47475,0.70202,,0.65657,0.14141,0.66667,0.11111,0.16667
157551,INTERIM HEALTHCARE OF SE INDIANA INC,500 W EADS PKWY,LAWRENCEBURG,IN,47025,43,28,19.3,5.2,4.6,1.8,0,7.7,0,79470,114070,121143,0,,,72,13,15,,,28,0,0,0,0,0,1.38,0.10714,0.21429,0.42857,0.07143,0.32143,0.42857,0.35714,0.42857,0.35714,0.64286,0.71429,0.32143,0.07143,0.57143,0.07143,0.14286
157552,JOY HEALTH SERVICES LLC,2825 E 96TH ST,INDIANAPOLIS,IN,46240,20,13,17.6,6.6,9.2,0.2,0,1.7,0,63264,70323,70433,0.9,0,,76,,,,,,,0,0,0,0,2.97,0.23077,0.30769,0.23077,0,0.46154,0.53846,0.23077,0.30769,,0.53846,,0.46154,0,0.46154,0,0.23077
157553,INDIANA HOMECARE NETWORK,3705 N BRIARWOOD LANE,MUNCIE,IN,47304,738,364,18.4,9.1,5.1,1.8,0.1,2.4,0,1905972,2263792,2378102,2.1,71,26047,78,138,226,261,103,344,15,0,,0,,3,0.24725,0.35989,0.48352,0.18407,0.54396,0.61264,0.46978,0.51648,0.50824,0.68407,,0.57692,0.18956,0.68956,0.08242,0.0989
157554,ANGELS OF MERCY HOMECARE,1800 N WABASH AVE STE 100,MARION,IN,46952,2174,1114,16.2,8.5,4.1,2,0.3,1.3,0.1,5006204,5826638,6548120,0.6,142,51852,77,374,740,779,335,1038,51,,18,,,2.37,0.2307,0.32675,0.50359,0.14901,0.48474,0.59605,0.47756,0.46768,0.5,0.72801,,0.55835,0.18582,0.70557,0.08169,0.14273
157555,A PLUS HOME HEALTH CARE INCORPORATED,2246-A INDUSTRIAL DR,HIGHLAND,IN,46322,548,144,21,8.5,5.3,0.7,0.1,6.4,0,1214656,1544356,1628351,0.1,17,4785,77,30,114,73,71,27,109,0,,0,,2.32,0.10417,0.39583,0.40278,0.09028,0.56944,0.45139,0.38889,0.1875,0.65278,0.70833,,,0.34722,,0.15972,0.15278
157556,HOME CARE SERVICES,6202 CONSTITUTION HILL STE C,FORT WAYNE,IN,46804,228,173,15.6,6.7,6.4,2.2,0.1,0.2,0,773106,672703,755944,0.1,12,4721,79,56,117,130,43,161,,,,0,,1.98,0.17919,0.43353,0.34682,0.10405,0.42197,0.57225,0.3237,0.42197,0.3815,0.65896,,0.59538,0.20231,0.62428,0.12717,0.14451
157557,ADARNA HOME HEALTH CARE SERVICES INC,1400 EAST JOLIET STREET,CROWN POINT,IN,46307,388,114,19.9,6.9,8.8,0.2,0,4,0,1924993,1126027,1188086,0,23,8867,76,38,76,76,38,25,80,0,,0,,2.73,0.13158,0.39474,0.4386,0.09649,0.59649,0.51754,0.45614,0.25439,0.59649,0.57895,,0.69298,0.10526,0.73684,0.10526,0.20175
157558,PROFESSIONAL CARE HOME HEALTH SERVICES,9008 INDIANAPOLIS BLVD,HIGHLAND,IN,46322,432,174,18.5,8.4,4.8,0.2,0,5.2,0,1149795,1160743,1223502,0,12,4152,79,49,125,131,43,100,59,,13,0,,2.73,0.27586,0.35057,0.45402,0.17241,0.59195,0.63218,0.43678,0.25287,0.61494,0.60345,,0.68391,0.09195,,0.06322,0.21264
